No. of features, selected_features, transformer, sim_func, fix_len_func, k stock, window_len, next_t, model, target_col, sim_col, mean_accuracy, std_accuracy, mean_f1, std_f1, mean_rmse, std_rmse,mean_orders_count_per_hours, folds_result, mean_sharpe_ratio, mean_profit_%, mean_profit
1, ['Close_norm'], None, euclidean, padding, 25, 5, 1, RandomForestRegressor, Close_norm, Close_norm, 0.5235, 0.0895, 0.5174, 0.0866, 0.397, 0.21, 0.357, +-+++, 1.218, 7.296, 122.506
 1, ['Close_norm'], None, euclidean, padding, 25, 10, 1, RandomForestRegressor, Close_norm, Close_norm, 0.5132, 0.0468, 0.5059, 0.0428, 0.36, 0.193, 0.325, +-++-, 0.752, 3.844, 60.508
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], None, euclidean, padding, 25, 5, 1, RandomForestRegressor, Close_norm, Close_norm, 0.5052, 0.0335, 0.4934, 0.0313, 0.413, 0.199, 0.31, +-++-, 1.174, 3.056, 46.093
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], None, euclidean, padding, 25, 10, 1, RandomForestRegressor, Close_norm, Close_norm, 0.5417, 0.0387, 0.5245, 0.0535, 0.397, 0.208, 0.345, -+-++, 1.073, 2.291, 45.284
 3, ['Close_norm'; 'rsi_norm'; 'MA_norm'], None, euclidean, padding, 25, 5, 1, RandomForestRegressor, Close_norm, Close_norm, 0.4962, 0.0457, 0.4868, 0.0419, 0.395, 0.204, 0.27, +--++, 0.554, -0.957, -4.682
 3, ['Close_norm'; 'rsi_norm'; 'MA_norm'], None, euclidean, padding, 25, 10, 1, RandomForestRegressor, Close_norm, Close_norm, 0.5666, 0.0748, 0.5586, 0.0728, 0.368, 0.191, 0.309, +-++-, 1.217, 7.902, 127.7
 1, ['Close_norm'], None, euclidean, time_join, 25, 5, 1, RandomForestRegressor, Close_norm, Close_norm, 0.5235, 0.088, 0.5168, 0.0845, 0.399, 0.222, 0.332, +-+++, 1.022, 7.643, 128.584
 1, ['Close_norm'], None, euclidean, time_join, 25, 10, 1, RandomForestRegressor, Close_norm, Close_norm, 0.5053, 0.0427, 0.5008, 0.041, 0.362, 0.192, 0.34, +-++-, 0.68, 3.825, 59.486
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], None, euclidean, time_join, 25, 5, 1, RandomForestRegressor, Close_norm, Close_norm, 0.5226, 0.0307, 0.5101, 0.0335, 0.414, 0.203, 0.275, +-+++, 1.097, 2.841, 47.528
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], None, euclidean, time_join, 25, 10, 1, RandomForestRegressor, Close_norm, Close_norm, 0.5364, 0.033, 0.5186, 0.0484, 0.399, 0.203, 0.313, -+-++, 1.267, -0.178, -0.13
 3, ['Close_norm'; 'rsi_norm'; 'MA_norm'], None, euclidean, time_join, 25, 5, 1, RandomForestRegressor, Close_norm, Close_norm, 0.5061, 0.054, 0.4986, 0.051, 0.397, 0.213, 0.269, +--++, 0.461, 0.081, 14.83
 3, ['Close_norm'; 'rsi_norm'; 'MA_norm'], None, euclidean, time_join, 25, 10, 1, RandomForestRegressor, Close_norm, Close_norm, 0.548, 0.0698, 0.5412, 0.0671, 0.372, 0.191, 0.298, +-++-, 1.018, 6.942, 109.26
 1, ['Close_norm'], None, euclidean, delay_time_join, 25, 5, 1, RandomForestRegressor, Close_norm, Close_norm, 0.5335, 0.1174, 0.5265, 0.1137, 0.393, 0.216, 0.374, +--++, 0.33, 3.212, 61.75
 1, ['Close_norm'], None, euclidean, delay_time_join, 25, 10, 1, RandomForestRegressor, Close_norm, Close_norm, 0.5026, 0.0469, 0.4968, 0.047, 0.368, 0.202, 0.332, +-++-, 0.48, 3.186, 46.39
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], None, euclidean, delay_time_join, 25, 5, 1, RandomForestRegressor, Close_norm, Close_norm, 0.5379, 0.0139, 0.5259, 0.0203, 0.406, 0.204, 0.295, +++++, 1.471, 6.581, 106.685
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], None, euclidean, delay_time_join, 25, 10, 1, RandomForestRegressor, Close_norm, Close_norm, 0.5282, 0.0435, 0.5103, 0.0599, 0.399, 0.21, 0.326, +++++, 1.342, 3.791, 64.885
 3, ['Close_norm'; 'rsi_norm'; 'MA_norm'], None, euclidean, delay_time_join, 25, 5, 1, RandomForestRegressor, Close_norm, Close_norm, 0.5085, 0.0985, 0.503, 0.0984, 0.391, 0.206, 0.287, +--++, 0.337, -2.904, -30.441
 3, ['Close_norm'; 'rsi_norm'; 'MA_norm'], None, euclidean, delay_time_join, 25, 10, 1, RandomForestRegressor, Close_norm, Close_norm, 0.5026, 0.0519, 0.4969, 0.0488, 0.379, 0.201, 0.298, +-++-, 0.782, 3.298, 50.545
 1, ['Close_norm'], None, euclidean, pip, 25, 5, 1, RandomForestRegressor, Close_norm, Close_norm, 0.5211, 0.0663, 0.5153, 0.0618, 0.403, 0.221, 0.344, +-+++, 0.84, 2.271, 37.607
 1, ['Close_norm'], None, euclidean, pip, 25, 10, 1, RandomForestRegressor, Close_norm, Close_norm, 0.508, 0.0338, 0.4957, 0.0223, 0.371, 0.193, 0.298, +-+++, 0.661, 5.618, 90.5
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], None, euclidean, pip, 25, 5, 1, RandomForestRegressor, Close_norm, Close_norm, 0.5128, 0.0601, 0.5005, 0.0611, 0.411, 0.208, 0.27, +-++-, 0.435, 1.73, 27.133
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], None, euclidean, pip, 25, 10, 1, RandomForestRegressor, Close_norm, Close_norm, 0.4905, 0.0319, 0.4733, 0.0429, 0.401, 0.204, 0.313, -+-+-, 1.229, 0.677, 11.563
 3, ['Close_norm'; 'rsi_norm'; 'MA_norm'], None, euclidean, pip, 25, 5, 1, RandomForestRegressor, Close_norm, Close_norm, 0.5037, 0.0751, 0.4937, 0.0727, 0.4, 0.204, 0.257, --+++, 0.724, 1.391, 28.02
 3, ['Close_norm'; 'rsi_norm'; 'MA_norm'], None, euclidean, pip, 25, 10, 1, RandomForestRegressor, Close_norm, Close_norm, 0.5558, 0.0512, 0.5509, 0.0498, 0.378, 0.193, 0.277, +-++-, 1.153, 4.334, 70.701
 1, ['Close_norm'], None, pearson, padding, 25, 5, 1, RandomForestRegressor, Close_norm, Close_norm, 0.5261, 0.0812, 0.519, 0.0779, 0.399, 0.217, 0.362, +--++, 0.478, 0.57, 12.22
 1, ['Close_norm'], None, pearson, padding, 25, 10, 1, RandomForestRegressor, Close_norm, Close_norm, 0.4865, 0.0595, 0.4799, 0.0539, 0.373, 0.2, 0.359, +-+++, 0.449, 1.145, 20.725
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], None, pearson, padding, 25, 5, 1, RandomForestRegressor, Close_norm, Close_norm, 0.5027, 0.0482, 0.489, 0.048, 0.414, 0.205, 0.31, +--+-, 0.594, -0.443, -12.386
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], None, pearson, padding, 25, 10, 1, RandomForestRegressor, Close_norm, Close_norm, 0.5013, 0.025, 0.4779, 0.0514, 0.408, 0.212, 0.305, -+-++, 0.564, 0.468, 16.394
 3, ['Close_norm'; 'rsi_norm'; 'MA_norm'], None, pearson, padding, 25, 5, 1, RandomForestRegressor, Close_norm, Close_norm, 0.5036, 0.0554, 0.4984, 0.0515, 0.395, 0.205, 0.279, +--++, 0.352, -1.603, -19.363
 3, ['Close_norm'; 'rsi_norm'; 'MA_norm'], None, pearson, padding, 25, 10, 1, RandomForestRegressor, Close_norm, Close_norm, 0.5401, 0.0604, 0.5317, 0.0598, 0.377, 0.196, 0.298, ++++-, 0.723, 3.731, 57.085
 1, ['Close_norm'], None, pearson, time_join, 25, 5, 1, RandomForestRegressor, Close_norm, Close_norm, 0.5086, 0.0692, 0.5, 0.063, 0.397, 0.216, 0.364, +--++, 0.58, 1.153, 26.185
 1, ['Close_norm'], None, pearson, time_join, 25, 10, 1, RandomForestRegressor, Close_norm, Close_norm, 0.4787, 0.0474, 0.4738, 0.0426, 0.372, 0.198, 0.343, +-++-, 0.124, -0.355, -9.955
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], None, pearson, time_join, 25, 5, 1, RandomForestRegressor, Close_norm, Close_norm, 0.5101, 0.0324, 0.4965, 0.0347, 0.415, 0.202, 0.3, +--+-, 0.737, -0.308, -6.533
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], None, pearson, time_join, 25, 10, 1, RandomForestRegressor, Close_norm, Close_norm, 0.5067, 0.0313, 0.4835, 0.0564, 0.408, 0.207, 0.297, -+-++, 0.767, -0.496, -4.541
 3, ['Close_norm'; 'rsi_norm'; 'MA_norm'], None, pearson, time_join, 25, 5, 1, RandomForestRegressor, Close_norm, Close_norm, 0.5037, 0.0583, 0.4992, 0.0556, 0.392, 0.205, 0.274, +--++, 0.336, -0.431, 3.431
 3, ['Close_norm'; 'rsi_norm'; 'MA_norm'], None, pearson, time_join, 25, 10, 1, RandomForestRegressor, Close_norm, Close_norm, 0.5321, 0.0527, 0.5256, 0.0488, 0.377, 0.199, 0.271, ++++-, 0.946, 2.001, 27.571
 1, ['Close_norm'], None, pearson, delay_time_join, 25, 5, 1, RandomForestRegressor, Close_norm, Close_norm, 0.5285, 0.0921, 0.5207, 0.0892, 0.393, 0.216, 0.364, +--++, 0.385, 1.634, 32.566
 1, ['Close_norm'], None, pearson, delay_time_join, 25, 10, 1, RandomForestRegressor, Close_norm, Close_norm, 0.4973, 0.033, 0.4866, 0.0276, 0.364, 0.199, 0.338, --+++, 0.282, 0.619, 11.875
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], None, pearson, delay_time_join, 25, 5, 1, RandomForestRegressor, Close_norm, Close_norm, 0.5253, 0.0349, 0.5112, 0.0349, 0.405, 0.204, 0.31, +-++-, 1.173, 3.116, 48.478
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], None, pearson, delay_time_join, 25, 10, 1, RandomForestRegressor, Close_norm, Close_norm, 0.5147, 0.046, 0.4952, 0.0543, 0.405, 0.209, 0.331, +-+++, 0.862, 1.069, 23.006
 3, ['Close_norm'; 'rsi_norm'; 'MA_norm'], None, pearson, delay_time_join, 25, 5, 1, RandomForestRegressor, Close_norm, Close_norm, 0.5062, 0.0464, 0.4993, 0.0423, 0.39, 0.205, 0.232, +--+-, 0.489, -0.93, -12.156
 3, ['Close_norm'; 'rsi_norm'; 'MA_norm'], None, pearson, delay_time_join, 25, 10, 1, RandomForestRegressor, Close_norm, Close_norm, 0.5241, 0.066, 0.5183, 0.0626, 0.378, 0.198, 0.277, +--+-, 0.373, 0.817, 11.182
