No. of features, selected_features, transformer, sim_func, fix_len_func, k stock, window_len, next_t, model, target_col, sim_col, mean_accuracy, std_accuracy, mean_f1, std_f1, mean_rmse, std_rmse,mean_orders_count_per_hours, folds_result, mean_sharpe_ratio, mean_profit_%, mean_profit
1, ['Close_norm'], None, euclidean, padding, 10, 10, 1, RandomForestClassifier, Close_norm, Close_norm, 0.4999, 0.0214, 0.4902, 0.0196, NaN, NaN, 0.236, +----, 0.448, -1.209, -23.483
 1, ['Close_norm'], None, euclidean, padding, 10, 15, 1, RandomForestClassifier, Close_norm, Close_norm, 0.4957, 0.0469, 0.471, 0.0247, NaN, NaN, 0.182, ++---, 0.822, -3.164, -54.93
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], None, euclidean, padding, 10, 10, 1, RandomForestClassifier, Close_norm, Close_norm, 0.4932, 0.0745, 0.4802, 0.0799, NaN, NaN, 0.38, +-+-+, 0.055, 1.955, 34.116
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], PCA, euclidean, padding, 10, 10, 1, RandomForestClassifier, Close_norm, Close_norm, 0.5042, 0.0687, 0.4831, 0.0733, NaN, NaN, 0.27, +-++-, 0.15, 0.947, 7.888
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], None, euclidean, padding, 10, 15, 1, RandomForestClassifier, Close_norm, Close_norm, 0.4972, 0.0408, 0.4841, 0.051, NaN, NaN, 0.361, +-+--, -0.068, -0.057, -5.733
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], PCA, euclidean, padding, 10, 15, 1, RandomForestClassifier, Close_norm, Close_norm, 0.5318, 0.0631, 0.5123, 0.0644, NaN, NaN, 0.202, +---+, 1.013, 2.062, 38.196
 1, ['Close_norm'], None, euclidean, time_join, 10, 10, 1, RandomForestClassifier, Close_norm, Close_norm, 0.5105, 0.0328, 0.4996, 0.0307, NaN, NaN, 0.229, +----, 0.617, -0.596, -11.694
 1, ['Close_norm'], None, euclidean, time_join, 10, 15, 1, RandomForestClassifier, Close_norm, Close_norm, 0.4873, 0.0507, 0.4591, 0.0347, NaN, NaN, 0.199, ++--+, 0.905, -2.853, -48.893
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], None, euclidean, time_join, 10, 10, 1, RandomForestClassifier, Close_norm, Close_norm, 0.4797, 0.0743, 0.4642, 0.0801, NaN, NaN, 0.38, +-+--, -0.477, -0.091, -5.095
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], PCA, euclidean, time_join, 10, 10, 1, RandomForestClassifier, Close_norm, Close_norm, 0.5095, 0.0644, 0.4915, 0.0666, NaN, NaN, 0.28, +-++-, 0.171, 1.833, 26.749
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], None, euclidean, time_join, 10, 15, 1, RandomForestClassifier, Close_norm, Close_norm, 0.5145, 0.0297, 0.4994, 0.0361, NaN, NaN, 0.356, +-++-, 0.588, 1.732, 26.021
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], PCA, euclidean, time_join, 10, 15, 1, RandomForestClassifier, Close_norm, Close_norm, 0.5086, 0.0725, 0.4847, 0.0744, NaN, NaN, 0.202, +---+, 0.644, -0.039, 1.391
 1, ['Close_norm'], None, euclidean, delay_time_join, 10, 10, 1, RandomForestClassifier, Close_norm, Close_norm, 0.492, 0.024, 0.4862, 0.0216, NaN, NaN, 0.234, +--+-, 0.846, -0.581, -13.115
 1, ['Close_norm'], None, euclidean, delay_time_join, 10, 15, 1, RandomForestClassifier, Close_norm, Close_norm, 0.5015, 0.0362, 0.4714, 0.0365, NaN, NaN, 0.188, ++-++, 1.219, 1.343, 20.374
