No. of features, selected_features, transformer, sim_func, fix_len_func, k stock, window_len, next_t, model, target_col, sim_col, mean_accuracy, std_accuracy, mean_f1, std_f1, mean_rmse, std_rmse,mean_orders_count_per_hours, folds_result, mean_sharpe_ratio, mean_profit_%, mean_profit
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], PCA, sax, delay_time_join, 25, 15, 1, RandomForestRegressor, Close_proc, Close_norm, 0.4941, 0.0683, 0.4718, 0.0878, 0.009, 0.003, 0.243, ++-++, 1.15, 1.479, 32.637
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], PCA, sax, pip, 25, 5, 1, RandomForestRegressor, Close_proc, Close_norm, 0.4748, 0.0466, 0.4648, 0.0487, 0.008, 0.003, 0.262, +-++-, -0.459, -1.573, -31.552
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], PCA, sax, pip, 25, 15, 1, RandomForestRegressor, Close_proc, Close_norm, 0.5116, 0.0393, 0.4661, 0.0765, 0.008, 0.003, 0.206, +++++, 0.973, 4.581, 75.648
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], PCA, dtw, padding, 25, 5, 1, RandomForestRegressor, Close_proc, Close_norm, 0.5228, 0.0343, 0.5161, 0.0355, 0.008, 0.003, 0.242, ++++-, 0.574, 4.266, 67.042
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], PCA, dtw, padding, 25, 15, 1, RandomForestRegressor, Close_proc, Close_norm, 0.4739, 0.053, 0.4179, 0.0708, 0.008, 0.003, 0.219, +---+, 0.325, -2.162, -29.43
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], PCA, dtw, time_join, 25, 5, 1, RandomForestRegressor, Close_proc, Close_norm, 0.5001, 0.0371, 0.4929, 0.0415, 0.008, 0.003, 0.26, +++--, 0.129, 1.528, 19.206
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], PCA, dtw, time_join, 25, 15, 1, RandomForestRegressor, Close_proc, Close_norm, 0.4796, 0.0569, 0.4296, 0.0774, 0.008, 0.003, 0.228, +---+, -0.183, -2.904, -41.914
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], PCA, dtw, delay_time_join, 25, 5, 1, RandomForestRegressor, Close_proc, Close_norm, 0.5126, 0.0188, 0.5076, 0.0197, 0.008, 0.003, 0.288, -----, 0.209, -1.568, -25.997
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], PCA, dtw, delay_time_join, 25, 15, 1, RandomForestRegressor, Close_proc, Close_norm, 0.4883, 0.0711, 0.4338, 0.0644, 0.008, 0.003, 0.194, ++--+, 0.33, -0.179, 3.973
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], PCA, dtw, pip, 25, 5, 1, RandomForestRegressor, Close_proc, Close_norm, 0.5278, 0.0531, 0.5104, 0.0664, 0.008, 0.003, 0.235, +--+-, -0.108, 0.778, 12.808
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], PCA, dtw, pip, 25, 15, 1, RandomForestRegressor, Close_proc, Close_norm, 0.5143, 0.0369, 0.4692, 0.0471, 0.008, 0.003, 0.179, +++-+, 0.902, 4.769, 82.4
 
