No. of features, selected_features, transformer, sim_func, fix_len_func, k stock, window_len, next_t, model, target_col, sim_col, mean_accuracy, std_accuracy, mean_f1, std_f1, mean_rmse, std_rmse,mean_orders_count_per_hours, folds_result, mean_sharpe_ratio, mean_profit_%, mean_profit
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], None, co-integration, pip, 50, 15, 1, RandomForestClassifier, Close_norm, Close_norm, 0.5259, 0.0313, 0.5051, 0.0259, NaN, NaN, 0.33, +-+++, 1.24, 4.256, 71.058
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], PCA, co-integration, pip, 50, 15, 1, RandomForestClassifier, Close_norm, Close_norm, 0.5233, 0.0583, 0.5024, 0.0613, NaN, NaN, 0.248, +-+++, 0.721, 5.413, 90.923
 1, ['Close_norm'], None, sax, padding, 50, 10, 1, RandomForestClassifier, Close_norm, Close_norm, 0.5187, 0.0459, 0.5086, 0.04, NaN, NaN, 0.282, -++-+, -0.23, 2.488, 36.673
 1, ['Close_norm'], None, sax, padding, 50, 15, 1, RandomForestClassifier, Close_norm, Close_norm, 0.4587, 0.0159, 0.4406, 0.0254, NaN, NaN, 0.165, -----, -0.44, -6.889, -114.183
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], None, sax, padding, 50, 10, 1, RandomForestClassifier, Close_norm, Close_norm, 0.5122, 0.0527, 0.4967, 0.0626, NaN, NaN, 0.34, +-++-, 0.307, 0.721, 9.239
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], PCA, sax, padding, 50, 10, 1, RandomForestClassifier, Close_norm, Close_norm, 0.5013, 0.0488, 0.4777, 0.0336, NaN, NaN, 0.207, +-+++, 0.259, 4.022, 66.467
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], None, sax, padding, 50, 15, 1, RandomForestClassifier, Close_norm, Close_norm, 0.5233, 0.0449, 0.4942, 0.0732, NaN, NaN, 0.269, +--+-, 0.542, 0.592, 7.573
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], PCA, sax, padding, 50, 15, 1, RandomForestClassifier, Close_norm, Close_norm, 0.5088, 0.0251, 0.4671, 0.0532, NaN, NaN, 0.173, +--++, 0.343, 0.87, 19.4
 1, ['Close_norm'], None, sax, time_join, 50, 10, 1, RandomForestClassifier, Close_norm, Close_norm, 0.5028, 0.0504, 0.4934, 0.0451, NaN, NaN, 0.292, -++--, 0.116, 2.269, 31.401
 1, ['Close_norm'], None, sax, time_join, 50, 15, 1, RandomForestClassifier, Close_norm, Close_norm, 0.4759, 0.0436, 0.4597, 0.048, NaN, NaN, 0.21, ---+-, -0.455, -5.71, -95.342
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], None, sax, time_join, 50, 10, 1, RandomForestClassifier, Close_norm, Close_norm, 0.5282, 0.0576, 0.517, 0.0536, NaN, NaN, 0.329, +-+++, 0.566, 3.227, 59.897
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], PCA, sax, time_join, 50, 10, 1, RandomForestClassifier, Close_norm, Close_norm, 0.4826, 0.0549, 0.4589, 0.0301, NaN, NaN, 0.21, +-+--, -0.368, 1.089, 10.76
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], None, sax, time_join, 50, 15, 1, RandomForestClassifier, Close_norm, Close_norm, 0.5492, 0.0277, 0.5206, 0.0605, NaN, NaN, 0.278, +---+, 0.814, 0.021, -0.571
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], PCA, sax, time_join, 50, 15, 1, RandomForestClassifier, Close_norm, Close_norm, 0.5145, 0.0183, 0.4874, 0.029, NaN, NaN, 0.208, +--++, 0.597, 0.975, 21.902
 1, ['Close_norm'], None, sax, delay_time_join, 50, 10, 1, RandomForestClassifier, Close_norm, Close_norm, 0.5054, 0.0343, 0.4978, 0.0348, NaN, NaN, 0.247, +++--, 0.097, 0.601, 0.727
 1, ['Close_norm'], None, sax, delay_time_join, 50, 15, 1, RandomForestClassifier, Close_norm, Close_norm, 0.4615, 0.0277, 0.4435, 0.0416, NaN, NaN, 0.191, -----, -0.262, -5.863, -99.633
