No. of features, selected_features, transformer, sim_func, fix_len_func, k stock, window_len, next_t, model, target_col, sim_col, mean_accuracy, std_accuracy, mean_f1, std_f1, mean_rmse, std_rmse,mean_orders_count_per_hours, folds_result, mean_sharpe_ratio, mean_profit_%, mean_profit
1, ['Close_norm'], SAX, euclidean, padding, 25, 5, 1, RandomForestRegressor, Close_norm, Close_norm, 0.516, 0.0592, 0.497, 0.0724, 0.527, 0.231, 0.272, +-+++, 0.713, 2.58, 48.1
 1, ['Close_norm'], SAX, euclidean, padding, 25, 15, 1, RandomForestRegressor, Close_norm, Close_norm, 0.5041, 0.0405, 0.4853, 0.048, 0.528, 0.239, 0.256, +-+-+, 0.662, 1.641, 27.116
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], SAX, euclidean, padding, 25, 5, 1, RandomForestRegressor, Close_norm, Close_norm, 0.4998, 0.0642, 0.479, 0.0758, 0.516, 0.197, 0.278, -+-++, 0.805, 1.231, 26.927
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], SAX, euclidean, padding, 25, 15, 1, RandomForestRegressor, Close_norm, Close_norm, 0.5202, 0.0495, 0.4972, 0.0515, 0.573, 0.273, 0.255, ++-+-, 1.277, 1.547, 23.853
 3, ['Close_norm'; 'rsi_norm'; 'MA_norm'], SAX, euclidean, padding, 25, 5, 1, RandomForestRegressor, Close_norm, Close_norm, 0.5136, 0.0374, 0.496, 0.0489, 0.496, 0.219, 0.279, +-+++, 1.226, 4.723, 80.22
 3, ['Close_norm'; 'rsi_norm'; 'MA_norm'], SAX, euclidean, padding, 25, 15, 1, RandomForestRegressor, Close_norm, Close_norm, 0.5128, 0.0222, 0.4891, 0.0181, 0.541, 0.274, 0.225, +----, 0.825, -1.707, -29.662
 1, ['Close_norm'], SAX, euclidean, time_join, 25, 5, 1, RandomForestRegressor, Close_norm, Close_norm, 0.5135, 0.0556, 0.4942, 0.0685, 0.523, 0.235, 0.272, +-+++, 0.511, 1.669, 30.406
 1, ['Close_norm'], SAX, euclidean, time_join, 25, 15, 1, RandomForestRegressor, Close_norm, Close_norm, 0.4984, 0.0445, 0.4819, 0.0527, 0.527, 0.235, 0.262, +-+-+, 0.514, 1.557, 26.152
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], SAX, euclidean, time_join, 25, 5, 1, RandomForestRegressor, Close_norm, Close_norm, 0.4972, 0.0642, 0.4759, 0.0746, 0.521, 0.204, 0.293, -+-++, 0.766, 1.016, 23.423
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], SAX, euclidean, time_join, 25, 15, 1, RandomForestRegressor, Close_norm, Close_norm, 0.5116, 0.0419, 0.4913, 0.0409, 0.58, 0.275, 0.26, ++-+-, 1.269, 1.121, 16.215
 3, ['Close_norm'; 'rsi_norm'; 'MA_norm'], SAX, euclidean, time_join, 25, 5, 1, RandomForestRegressor, Close_norm, Close_norm, 0.5013, 0.0312, 0.4834, 0.0447, 0.497, 0.229, 0.269, +-+++, 1.193, 3.569, 56.48
 3, ['Close_norm'; 'rsi_norm'; 'MA_norm'], SAX, euclidean, time_join, 25, 15, 1, RandomForestRegressor, Close_norm, Close_norm, 0.5242, 0.0229, 0.5009, 0.0319, 0.536, 0.272, 0.242, +--+-, 1.019, -0.547, -10.552
 1, ['Close_norm'], SAX, euclidean, delay_time_join, 25, 5, 1, RandomForestRegressor, Close_norm, Close_norm, 0.521, 0.0491, 0.5042, 0.0599, 0.524, 0.236, 0.272, +--++, 0.544, 0.803, 15.409
 1, ['Close_norm'], SAX, euclidean, delay_time_join, 25, 15, 1, RandomForestRegressor, Close_norm, Close_norm, 0.5098, 0.0565, 0.4937, 0.0616, 0.522, 0.231, 0.259, +-+-+, 0.562, 1.801, 28.252
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], SAX, euclidean, delay_time_join, 25, 5, 1, RandomForestRegressor, Close_norm, Close_norm, 0.5099, 0.0505, 0.4976, 0.0524, 0.523, 0.217, 0.313, ++-++, 1.27, 3.412, 60.855
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], SAX, euclidean, delay_time_join, 25, 15, 1, RandomForestRegressor, Close_norm, Close_norm, 0.5116, 0.0296, 0.4925, 0.029, 0.565, 0.272, 0.266, +--+-, 1.187, 0.236, 2.801
 3, ['Close_norm'; 'rsi_norm'; 'MA_norm'], SAX, euclidean, delay_time_join, 25, 5, 1, RandomForestRegressor, Close_norm, Close_norm, 0.5113, 0.0461, 0.4952, 0.0584, 0.491, 0.226, 0.264, +-++-, 1.135, 4.763, 74.072
 3, ['Close_norm'; 'rsi_norm'; 'MA_norm'], SAX, euclidean, delay_time_join, 25, 15, 1, RandomForestRegressor, Close_norm, Close_norm, 0.5241, 0.0407, 0.5059, 0.0366, 0.519, 0.265, 0.248, ++---, 0.958, -0.596, -11.38
 1, ['Close_norm'], SAX, euclidean, pip, 25, 5, 1, RandomForestRegressor, Close_norm, Close_norm, 0.5136, 0.0552, 0.4999, 0.0561, 0.525, 0.246, 0.279, +-+-+, 0.456, 2.559, 40.234
 1, ['Close_norm'], SAX, euclidean, pip, 25, 15, 1, RandomForestRegressor, Close_norm, Close_norm, 0.5155, 0.0402, 0.4983, 0.0448, 0.526, 0.245, 0.239, +-+-+, 0.836, 4.702, 73.735
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], SAX, euclidean, pip, 25, 5, 1, RandomForestRegressor, Close_norm, Close_norm, 0.5074, 0.0607, 0.4884, 0.07, 0.517, 0.212, 0.258, +++++, 1.313, 4.209, 74.951
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], SAX, euclidean, pip, 25, 15, 1, RandomForestRegressor, Close_norm, Close_norm, 0.5086, 0.0395, 0.4827, 0.0428, 0.552, 0.261, 0.237, +--++, 0.832, 0.793, 18.15
 3, ['Close_norm'; 'rsi_norm'; 'MA_norm'], SAX, euclidean, pip, 25, 5, 1, RandomForestRegressor, Close_norm, Close_norm, 0.5063, 0.0474, 0.4916, 0.0587, 0.505, 0.23, 0.264, +-++-, 0.97, 2.954, 42.702
 3, ['Close_norm'; 'rsi_norm'; 'MA_norm'], SAX, euclidean, pip, 25, 15, 1, RandomForestRegressor, Close_norm, Close_norm, 0.5185, 0.0481, 0.4947, 0.048, 0.511, 0.269, 0.236, -+---, 0.561, -1.555, -25.365
 1, ['Close_norm'], SAX, pearson, padding, 25, 5, 1, RandomForestRegressor, Close_norm, Close_norm, 0.521, 0.0586, 0.5058, 0.0641, 0.526, 0.238, 0.277, +-+++, 0.66, 2.438, 42.024
 1, ['Close_norm'], SAX, pearson, padding, 25, 15, 1, RandomForestRegressor, Close_norm, Close_norm, 0.4927, 0.0387, 0.4766, 0.0378, 0.53, 0.241, 0.262, --+--, 0.549, 0.441, 7.126
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], SAX, pearson, padding, 25, 5, 1, RandomForestRegressor, Close_norm, Close_norm, 0.4947, 0.0583, 0.4777, 0.0671, 0.535, 0.217, 0.283, ----+, 1.08, -0.422, -1.579
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], SAX, pearson, padding, 25, 15, 1, RandomForestRegressor, Close_norm, Close_norm, 0.5231, 0.0374, 0.4977, 0.0428, 0.573, 0.272, 0.266, +--++, 0.658, 0.825, 16.743
 3, ['Close_norm'; 'rsi_norm'; 'MA_norm'], SAX, pearson, padding, 25, 5, 1, RandomForestRegressor, Close_norm, Close_norm, 0.5235, 0.0319, 0.5084, 0.0421, 0.492, 0.227, 0.297, +-+-+, 1.081, 4.127, 71.503
 3, ['Close_norm'; 'rsi_norm'; 'MA_norm'], SAX, pearson, padding, 25, 15, 1, RandomForestRegressor, Close_norm, Close_norm, 0.5213, 0.0255, 0.4972, 0.0286, 0.538, 0.278, 0.248, +----, 0.826, -1.207, -21.379
 1, ['Close_norm'], SAX, pearson, time_join, 25, 5, 1, RandomForestRegressor, Close_norm, Close_norm, 0.5185, 0.0557, 0.5032, 0.0607, 0.526, 0.24, 0.272, +-+++, 0.748, 2.421, 40.702
 1, ['Close_norm'], SAX, pearson, time_join, 25, 15, 1, RandomForestRegressor, Close_norm, Close_norm, 0.4927, 0.0458, 0.4783, 0.0477, 0.525, 0.233, 0.273, --+--, 0.354, 0.273, 4.094
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], SAX, pearson, time_join, 25, 5, 1, RandomForestRegressor, Close_norm, Close_norm, 0.4947, 0.0583, 0.4777, 0.0671, 0.531, 0.219, 0.288, ---++, 1.093, 1.342, 29.831
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], SAX, pearson, time_join, 25, 15, 1, RandomForestRegressor, Close_norm, Close_norm, 0.5144, 0.0259, 0.4922, 0.0179, 0.579, 0.272, 0.26, +--+-, 0.78, -0.144, -1.849
 3, ['Close_norm'; 'rsi_norm'; 'MA_norm'], SAX, pearson, time_join, 25, 5, 1, RandomForestRegressor, Close_norm, Close_norm, 0.5162, 0.0191, 0.4999, 0.0337, 0.489, 0.228, 0.277, +-+++, 1.141, 4.779, 79.631
 3, ['Close_norm'; 'rsi_norm'; 'MA_norm'], SAX, pearson, time_join, 25, 15, 1, RandomForestRegressor, Close_norm, Close_norm, 0.5214, 0.0263, 0.4979, 0.0317, 0.539, 0.279, 0.259, +--+-, 1.193, -0.243, -4.4
 1, ['Close_norm'], SAX, pearson, delay_time_join, 25, 5, 1, RandomForestRegressor, Close_norm, Close_norm, 0.516, 0.0533, 0.5003, 0.0575, 0.523, 0.237, 0.277, +--++, 0.601, 1.744, 30.428
 1, ['Close_norm'], SAX, pearson, delay_time_join, 25, 15, 1, RandomForestRegressor, Close_norm, Close_norm, 0.5212, 0.0476, 0.504, 0.0584, 0.522, 0.233, 0.265, --+-+, 0.546, 1.657, 27.408
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], SAX, pearson, delay_time_join, 25, 5, 1, RandomForestRegressor, Close_norm, Close_norm, 0.5175, 0.0455, 0.5021, 0.0575, 0.521, 0.216, 0.303, ++-++, 1.402, 3.294, 60.126
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], SAX, pearson, delay_time_join, 25, 15, 1, RandomForestRegressor, Close_norm, Close_norm, 0.526, 0.0289, 0.5067, 0.0271, 0.567, 0.267, 0.255, ++-+-, 1.275, 1.412, 20.038
 3, ['Close_norm'; 'rsi_norm'; 'MA_norm'], SAX, pearson, delay_time_join, 25, 5, 1, RandomForestRegressor, Close_norm, Close_norm, 0.5137, 0.0149, 0.4989, 0.0337, 0.485, 0.225, 0.274, +-+++, 1.222, 4.05, 64.881
