No. of features, selected_features, transformer, sim_func, fix_len_func, k stock, window_len, next_t, model, target_col, sim_col, mean_accuracy, std_accuracy, mean_f1, std_f1, mean_rmse, std_rmse,mean_orders_count_per_hours, folds_result, mean_sharpe_ratio, mean_profit_%, mean_profit
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], PCA, sax, padding, 50, 5, 1, RandomForestRegressor, Close_proc, Close_norm, 0.5429, 0.0267, 0.5201, 0.0385, 0.009, 0.003, 0.25, +--++, 0.667, 2.067, 40.04
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], PCA, sax, padding, 50, 15, 1, RandomForestRegressor, Close_proc, Close_norm, 0.5204, 0.0501, 0.4819, 0.0778, 0.009, 0.003, 0.214, ++-++, 1.325, 4.217, 70.637
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], PCA, sax, time_join, 50, 5, 1, RandomForestRegressor, Close_proc, Close_norm, 0.5153, 0.0399, 0.496, 0.0536, 0.009, 0.003, 0.283, +--+-, -0.085, -1.136, -21.611
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], PCA, sax, time_join, 50, 15, 1, RandomForestRegressor, Close_proc, Close_norm, 0.5319, 0.0484, 0.5047, 0.0496, 0.009, 0.003, 0.214, ++-++, 1.308, 4.709, 80.7
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], PCA, sax, delay_time_join, 50, 5, 1, RandomForestRegressor, Close_proc, Close_norm, 0.5153, 0.0336, 0.4948, 0.0451, 0.009, 0.003, 0.25, +--+-, -0.492, -1.758, -30.728
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], PCA, sax, delay_time_join, 50, 15, 1, RandomForestRegressor, Close_proc, Close_norm, 0.526, 0.0335, 0.4973, 0.0576, 0.009, 0.003, 0.243, ++-++, 1.369, 3.369, 60.025
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], PCA, sax, pip, 50, 5, 1, RandomForestRegressor, Close_proc, Close_norm, 0.4875, 0.0319, 0.4674, 0.0366, 0.009, 0.003, 0.278, +--+-, 0.186, -2.513, -42.472
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], PCA, sax, pip, 50, 15, 1, RandomForestRegressor, Close_proc, Close_norm, 0.5029, 0.0288, 0.4675, 0.056, 0.009, 0.003, 0.188, +++++, 0.784, 2.667, 46.115
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], PCA, dtw, padding, 50, 5, 1, RandomForestRegressor, Close_proc, Close_norm, 0.523, 0.0505, 0.5081, 0.0667, 0.009, 0.003, 0.22, +--++, -0.541, 0.15, 2.138
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], PCA, dtw, padding, 50, 15, 1, RandomForestRegressor, Close_proc, Close_norm, 0.5086, 0.0698, 0.49, 0.0648, 0.008, 0.003, 0.24, +---+, 0.455, 1.393, 23.447
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], PCA, dtw, time_join, 50, 5, 1, RandomForestRegressor, Close_proc, Close_norm, 0.5254, 0.0402, 0.5146, 0.0528, 0.009, 0.003, 0.238, +--+-, -0.776, -0.04, -2.133
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], PCA, dtw, time_join, 50, 15, 1, RandomForestRegressor, Close_proc, Close_norm, 0.4971, 0.0766, 0.4718, 0.0734, 0.008, 0.003, 0.231, +---+, 0.728, 2.034, 35.92
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], PCA, dtw, delay_time_join, 50, 5, 1, RandomForestRegressor, Close_proc, Close_norm, 0.5582, 0.0529, 0.5467, 0.052, 0.009, 0.003, 0.25, ++-++, 0.38, 4.142, 68.193
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], PCA, dtw, delay_time_join, 50, 15, 1, RandomForestRegressor, Close_proc, Close_norm, 0.4739, 0.0647, 0.4306, 0.0871, 0.008, 0.003, 0.24, -++-+, 0.18, -0.658, -8.319
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], PCA, dtw, pip, 50, 5, 1, RandomForestRegressor, Close_proc, Close_norm, 0.538, 0.0315, 0.5162, 0.0464, 0.008, 0.003, 0.22, +--++, 0.123, 3.441, 61.228
 7, ['Close_norm'; 'Close_proc'; 'rsi_norm'; 'MACD_norm'; 'Open_Close_diff_norm'; 'High_Low_diff_norm'; 'Volume_norm'], PCA, dtw, pip, 50, 15, 1, RandomForestRegressor, Close_proc, Close_norm, 0.4999, 0.0365, 0.4388, 0.0287, 0.008, 0.003, 0.182, +++-+, 0.94, 5.028, 85.696
 
