No. of features, selected_features, transformer, sim_func, fix_len_func, k stock, window_len, next_t, model, target_col, sim_col, mean_accuracy, std_accuracy, mean_f1, std_f1, mean_rmse, std_rmse, folds_result, mean_orders_count_per_hours, mean_sharpe_ratio, mean_profit_%, mean_profit, mean_L_orders_count_per_hours, mean_L_sharpe_ratio, mean_L_profit_%, mean_L_profit
1, ['Close_proc'], SAX, co-integration, padding, 50, 10, 1, GradientBoostingRegressor, Close_proc, Close_norm, 0.4941, 0.0397, 0.4011, 0.0712, 0.287, 0.122, +--+-, 0.223, -0.074, -2.559, -21.32, 0.02, 0.126, 1.325, 2.464
 1, ['Close_proc'], SAX, co-integration, time_join, 50, 10, 1, GradientBoostingRegressor, Close_proc, Close_norm, 0.498, 0.0325, 0.4103, 0.0566, 0.287, 0.122, ++-+-, 0.227, 0.065, -1.626, -11.996, 0.02, 0.202, 1.791, 7.126
 1, ['Close_proc'], SAX, co-integration, delay_time_join, 50, 10, 1, GradientBoostingRegressor, Close_proc, Close_norm, 0.502, 0.0402, 0.4506, 0.0459, 0.291, 0.126, ++---, 0.339, -0.136, -3.288, -29.24, 0.02, 0.018, 0.96, -1.496
 
